AI: meanAI
Request Item-Accentuate the Negative (3-person),2
Break up (3-person)-Physical Flirt (light),6
Bad Council-Endear (3-person),2
Break up (3-person)-Backstab (3-person),1
Declare Rivalry (3-person)-Blame,4
Endear (3-person)-Conversation Flirt (Direct),1
Break Up-Encourage,3
Give Gift (Item)-Declare Rivalry,1
Fueling the Fire-Reminisce (3-person),4
Council-Encourage,2
Fueling the Fire-Compliment,7
Petty Argument-Encourage,4
Break up (3-person)-Conversation Flirt (Direct),6
Find Faults-Envy,2
Reminisce (3-person)-Share Feelings,3
Endear (3-person)-Declare Rivalry (3-person),6
Discuss (Item)-Embarrass,2
Embarrass-Find Faults,1
Backstab (3-person)-Confide In,1
Talk Up Other (3-person)-Express Disappointment (3-person),3
Declare Rivalry (3-person)-Endear (3-person),3
Declare Rivalry (3-person)-Talk Up Other (3-person),4
Petty Argument-Talk Up Other (3-person),3
Bad Council-Expose Secret (3-person),2
Break Up-Expose Secret (3-person),2
Express Disappointment (3-person)-Expose Secret (3-person),1
Break Up-Council,1
Compliment-Council,8
Council-Petty Argument,1
Accentuate the Negative (3-person)-Declare Rivalry,2
Give Gift (Item)-Physical Flirt (light),1
Encourage-Request Item,2
Offer Drink (Item)-Ultimatum (3-person),2
Revelation (3-person)-Break Up,1
Encourage-Declare Rivalry,1
Embarrass Self-Revelation (3-person),2
Council-Endear (3-person),3
Declare Rivalry-Council,1
Reminisce (3-person)-Conversation Flirt (Direct),1
Compliment-Encourage,5
Backstab (3-person)-Share Feelings,2
Confide In-Backstab (3-person),1
Share Feelings-Backstab (3-person),1
Backstab (3-person)-Fueling the Fire,3
Encourage-Embarrass Self,1
Petty Argument-Offer Drink (Item),1
Ultimatum (3-person)-Physical Flirt (light),4
Break Up-Conversation Flirt (Direct),1
Conversation Flirt (Direct)-Blame,2
Petty Argument-Revelation (3-person),6
Compliment-Declare Rivalry (3-person),3
Compliment-Break Up,3
Give Gift (Item)-Offer Drink (Item),1
Declare Rivalry-Express Disappointment (3-person),3
Blame-Physical Flirt (light),1
Revelation (3-person)-Declare Rivalry,2
Break Up-Physical Flirt (light),2
Conversation Flirt (Direct)-Endear (3-person),2
Encourage-Bad Council,2
Talk Up Other (3-person)-Break up (3-person),3
Confide In-Expose Secret (3-person),1
Break up (3-person)-Council,5
Compliment-Declare Rivalry,1
Physical Flirt (light)-Talk Up Other (3-person),2
Expose Secret (3-person)-Find Faults,2
Find Faults-Backstab (3-person),1
Express Disappointment (3-person)-Backstab (3-person),1
Backstab (3-person)-Ultimatum (3-person),1
Declare Rivalry-Blame,1
Revelation (3-person)-Request Item,1
Share Feelings-Physical Flirt (light),4
Court-Offer Drink (Item),1
Expose Secret (3-person)-Encourage,1
Talk Up Other (3-person)-Accentuate the Negative (3-person),2
Express Disappointment (3-person)-Endear (3-person),1
Endear (3-person)-Physical Flirt (light),2
Declare Rivalry-Confide In,1
Embarrass Self-Break Up,1
Accentuate the Negative (3-person)-Revelation (3-person),1
Endear (3-person)-Accentuate the Negative (3-person),1
Accentuate the Negative (3-person)-Blame,1
Declare Rivalry (3-person)-Offer Drink (Item),1
Declare Rivalry-Court,1
Express Disappointment (3-person)-Give Gift (Item),2
Accentuate the Negative (3-person)-Council,1
Give Gift (Item)-Council,1
Reminisce (3-person)-Blame,1
Fueling the Fire-Backstab (3-person),1
Envy-Fueling the Fire,1
Talk Up Other (3-person)-Physical Flirt (light),4
Express Disappointment (3-person)-Offer Drink (Item),1
Give Romantic Gift (Item)-Fueling the Fire,1
Accentuate the Negative (3-person)-Serious Argument,2
Serious Argument-Petty Argument,1
Serious Argument-Find Faults,1
Expose Secret (3-person)-Share Feelings,1
Compliment-Request Item,1
Compliment-Break up (3-person),2
